Nr	Text_vorher	NOM	Text_danach	Dateiname	Sprachraum	Jahr	Textsorte	Textnummer	Erstglied	Lemma	Fremdwortbasis	Praefix	Numerus	Simplexbasis	als_praep_Kompl	Prep_Det_Nom	Adj	Genitiv	Det	Prep
5113	gewalt mast sich dann der Papst zu Rom wider seiner vorfahren will vnd meinungen an/ auss dem das keine Suende ist/ sunder Gottes einsatzung vnd	ordnung	selbss/ eine Suende zuerzwingen/ vnd den H. Ehestandt als eine Suende den Bischoffen zu verbieten? Aber so ich gedenck was *Baldus <z>in c. cum semper.	WOBD-1590-ST-neu2.txt	WOBD	1590	ST	neu2.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	prenom	s	sonder
5117	Teutscher/ der Newerung eine/ darueber also haefftig inn der vermeinten Krieychingischen Erklaerung/ geklagt wirdt/ Nemlichen/ dass man vil lieber nach der Einsatzung Gottes/ nach Christi	Ordnung/	nach der H. Aposteln/ *Concilien* vnd Vaettern/ auch etlicher frommer verstaendigen Roemischen Baepst oder Bischoffe vralte *Decreta* vnd Meinungen/ den H. Ehestandt/ als sonsten allerley	WOBD-1590-ST-neu2.txt	WOBD	1590	ST	neu2.txt	NA	Ordnung	NEIN	NA	SG	JA	JA	NA	NA	prenom	s	NA
5111	lernen von *EUGENIO ALEXANDRO* im *a* die Andacht im Gebett im *e* die Ernsthafftigkeit im Gottesdienst im *i* die Jnbruenstigkeit im Glauben im *o* die	Ordnung	in der Hausshaltung im *u* die Ubung der wahren Tugenden.%--------------------------------------------[036] <h1>*Punctum II.* *EUGENIUS ALEXANDER* Der groeste Fuerst in der Fuerstlich=stets gegen die Kirchen erwiesenen Freygebigkeit.</h1>	WMD-1710-KT-neu2.txt	WMD	1710	KT	neu2.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
5112	*decretis,* auch die Vralte *Concilia* solchen stand allen vnd auch jeden ohne vnderschiedt der Personen nit allein zugelassen vnd vergunnet/ sunder auch denselben/ als eine	Ordnung	Gottes einzugehn/ ernstlich mandirt vnd gebotten. Dann also wuerdt *Isidorus <z>de vita Clericorum in Canone, His igitur. distinct. 23.</z> citirt,* da er vnder XVII. eigenschafften	WOBD-1590-ST-neu2.txt	WOBD	1590	ST	neu2.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	u	NA
5115	sey vnd kein gelt vnd gut habe/ Denn eusserlich gelt/ guter/ land vn leut haben/ ist an jm selbs nicht vnrecht/ sondern Gottes gabe vnd	ordnung/	so ist niemand darumb selig/ der ein bettler ist vnd nichts vberal eigens hat/ sondern es heist Geistlich arm sein/ Denn ich hab droben jm	OMD-1530-KT-neu.txt	OMD	1530	KT	neu.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	NA
5110	anstellen vnd fuehren sollen/ das es zu Gottes Ehre/ vnd der Vnterthanen Heil gereichet. 5. Die Vnterthanen werden vnterrichtet/ das sie der Oberkeit als Gottes	ordnung	gehorsamen sollen/ nicht allein vmb der Straffe/ sondern vmbs Gewissens willen/ Roman. 13. 6. Die Jugend wird in Schulen vnd daheim in Heusern zu Gottes	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Ordnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	KEIN	als
596	heidenheit gebrauchen.  An solcher Stelle kan die 	Personbildung	/  (*Prosopopœja*) tretten/ welche  die Mahlerey u	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	NA	Personbildung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	NA
2671	 der gschrifft/ sond[er] mit den worten/ Ein jede 	pflantzu_g	 die mein him_elischer vatter%--------------------	WOBD-1530-KT-024.txt	WOBD	1530	KT	024.txt	NA	Pflanzung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	s	NA
2676	schrifft kein stat. Darumb  diß dein leer ist ein 	pflantzu_g	 nit vom vatter/ mag auch nit bestan.     Mir ist 	WOBD-1530-KT-024.txt	WOBD	1530	KT	024.txt	NA	Pflanzung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	u	NA
2684	e_ vngeuerbten glauben  erfunden würt. Da ist die 	pflantzung	 des vatters der vns liebt/ vn_ der bey der lieb w	WOBD-1530-KT-024.txt	WOBD	1530	KT	024.txt	NA	Pflanzung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
1776	s und Reime hören Wie dann dise Gabe und Art der 	Propheceyung	 uns Evangelischen  haubtsächlich zukommet.  Wievi	OOBD-1680-ST-111.txt	OOBD	1680	ST	111.txt	NA	Prophezeiung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
1766	de GOTT durch seine vnergründliche Urthel solche  	Prophezeyung	 bey vns verächtlich gelassen/ zweiffelsohne/ dami	OOBD-1680-KT-110.txt	OOBD	1680	KT	110.txt	NA	Prophezeiung	JA	NA	SG	NA	NEIN	NA	NA	NA	s	NA
33	 grundsuppen vn_ todten neige der welt/  nach den 	propheceyungen	[?] Christi/ sehr viel falscher Propheten/ Als da 	NOBD-1590-KT-063.txt	NOBD	1590	KT	063.txt	NA	Prophezeiung	JA	NA	PL	NA	NEIN	NA	NA	postnom	b	nach
1041	il sie nach Christi vnd seiner Apostel Befehl von 	Prüfung	 der Lehre sich gantz vnd gar nicht richten.  Sehr	OMD-1620-KT-085.txt	OMD	1620	KT	085.txt	NA	Prüfung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	von
1460	nd viel Gelt zu nemen were.     So hat auch diese 	prüfung	 noch einen anderen  nutz/ Bey stettigem Volauff v	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Prüfung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	NA
924	yerley weyse curirt vn_ entnomen.  Zu_ ersten mit 	purgirung	 als oben berürt/ Zum andern mit resoluirung der m	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Purgierung	JA	NA	SG	NA	JA	NA	NA	NA	KEIN	mit
1521	ften nit annembst/  es wern dann Brieff/ Verträg/ 	Quittung	 oder anders/ der sachen dienstlich/ das magstu wo	OOBD-1590-ST-neu.txt	OOBD	1590	ST	neu.txt	NA	Quittung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1477	sich allein auff solche eusserliche anschläge vnd 	rechnung	 zu legen.  CHRJSTVS aber nimmet ein anders  für d	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2325	en.  Der RegimentsRaht/ soljärlichen den Ständen  	Rechnung	 thun.  Die Hülff oder Schatzung im Reich/ soll ni	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2355	aßt machen  auff den erste_ Decembris zu Nürnberg 	Rechnung	  zuthun/ Damit den beschwerten geholffen/  gleich	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2306	tzley einnemmen/ vnd verwahren/ Jährlichen darumb 	rechnung	 thun.  Der Keys. Fiscal soll sein Prothocoll halt	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2345	nung außgeben/ vnd den Kreyß Ständen  nachgehends 	rechnung	 thun.  Etlichen Stätten erlittenen brands/ vnd an	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2490	enschafft von vns begehren vns sprechen wird: Gib 	Rechnung	 von deiner Haußhaltung: wir alsdann wol besiehen/	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2498	dt/ vnd für heimliche Gedancken gehabt hast:  Gib 	Rechnung	 von der Seel/ die ich dir als ein grosses  Kleino	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2499	 damit du jhne zu meinem Dienst gebrauchest:  gib 	Rechnung	 von den Leibs= vn_ GlücksGütern/  die ich dir bes	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2500	Himmel erkauffen vnd zuwegen bringen soltest: Gib 	Rechnung	 von den sonderbaren Gaben/ die du vor andern von 	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1044	auch zu einem jeglichen wird gesagt werden:  Thue 	Rechnung	 von deinem Haußhalten/ *Luc.  16. v. 2.* Es solle	OMD-1620-KT-085.txt	OMD	1620	KT	085.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2496	: <l>*redde rationem villicationis tuæ:*</l> thue 	Rechnung	 von deiner Haußhaltung.  O Mensch gib Rechenschaf	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
1614	afft werden/ so mache er jhm das Datum selb:  die 	Rechnung	 ist clar/ richtig/ vnnd *Latus[?] per se.* Der gü	OOBD-1650-KT-neu.txt	OOBD	1650	KT	neu.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1624	dt/ daß thuet/ dann sonst die Diener hetten jhnen die	Rechnung	 gemacht/  weil Christus noch vnbekandt war/ er sp	OOBD-1650-KT-neu.txt	OOBD	1650	KT	neu.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
2612	 so freygebiger sich erweisen/ je gewisser es die 	Rechnung	 machte/ solche/ als ein dermalen nur geliehenes C	WMD-1710-ST-142.txt	WMD	1710	ST	142.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	b	NA
1609	wissent.  Nun aber demnach ein jeder jhme dise[?] 	rechnung	 zu machen hat/ es sey einem Theil gefählt WJR od	OOBD-1650-KT-neu.txt	OOBD	1650	KT	neu.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	DEM	NA
1056	nd was die Evangelischen Christen darauß für eine 	Rechnung	 jhnen machen sollen.  	OMD-1620-ST-084.txt	OMD	1620	ST	084.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	u	NA
2494	 Wie nun der empfang groß ist/ also wird auch die 	Rechnung	 der Außgaben/ die von dem Menschen erfordert  wer	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
2501	n die Gaben  vermehrt werden/ so wachset auch die 	Rechnung	 solcher Gaben/ vnd weme viel gegeben ist/ von dem	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
2503	i?*</l> Wann zur Zeit deß Todts vnd Gerichts/ die 	Rechnung	 meiner Haußhaltung vnd alles dessen was mir gelie	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	NA
2495	ntgelten/ dann wann der Fürst oder Herr mit jhnen 	Rechnung	 hält/ alsdann  sihet man leichtlich was der Empfa	WMD-1650-ST-104.txt	WMD	1650	ST	104.txt	NA	Rechnung	NEIN	NA	SG	JA	NEIN	NA	NA	prenom	s	mit
541	t werden/  daß nemblich dieselbige/ denen mit der 	Rechtfertigung	 gewesenen Partheyen/  anderst nicht dann in gewön	NOBD-1620-ST-082.txt	NOBD	1620	ST	082.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	mit
123	 erfyndung der warheit dinstlich ist auch mit der 	rechtuertigung	  vff des tetters bekenne_ gehaltn_ werde_/ wie cl	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	mit
2453	n/ welche allerdings  von der Gnadenwahl/ von der 	Rechtfertigung	 deß Sünders/ von der gegenwart  Christi/ von sein	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	von
5120	dieselben sein moegen. <z><l>*Si peccata fuerint vt Coccinum,*</l> Wenn deine sunde blutrot weren/ sollen sie schne weis werden.</z> Allhier beschreibet Christus den Artickel *Iustificatio-#nis,* Vnser	Rechtfertigung	ist nichts anders/ denn dieGnadenreiche vergebung der sunden/ das Gott vns arme verdampte Suender/ one verdienst zu gnaden annimpt/ aus lauter Barmhertzigkeit. <z>Roman. 4. Dem	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	prenom	s	NA
5123	Weil denn diese drey stueck/ so zur Rechtfertigung gehoeren/ allein bey Christo stehen/ vnd nicht in vnsern wercken oder verdiensten/ so folget vnwidersprechlich/ das vnser	Rechtfertigung	nicht koenne noch moege vnsern eigen wer cken/ wenig/ sondern allein dem HErrnChristo zugeschrieben werden/ vnd sey also ein pur lauter Gnadenwerck Gottes/%-------------------------------------------[028] on all	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	prenom	s	NA
5122	Leben. Johan. 10. Meine Schefflein hoeren meine stimme vnd folgen mir/ vnd ich gebe jnen das ewige Leben.</z> Weil denn diese drey stueck/ so zur	Rechtfertigung	gehoeren/ allein bey Christo stehen/ vnd nicht in vnsern wercken oder verdiensten/ so folget vnwidersprechlich/ das vnser Rechtfertigung nicht koenne noch moege vnsern eigen wer	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	zu
5121	ers beiden. Jtem/ Jr sind viel sunde vergeben. Also bitten wir im Vater vnser: Vergib vns vnser Schuld. Mercket diese drey stuecke geschehen in der	Rechtfertigung	des Menschen fur Gott. Erstlich/ werden seine sunde alle von jm genomen/ wird absoluirt/ vnd loss gebsprochen. Zum andern/ bekoempt er volstendige Gerechtigkeit/ die fur	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	in
5119	Wesen vnd Willen/ von der Person/ Ampte vnd Wolthaten Christi/ von der Suenden/ von der Bekerung/ vom Gesetz vnd Euangelio/ von der Buss/ von der	Rechtfertigung	des Suenders fur Gott/ vom newen Gehorsam/ von der Tauffe/ Abendmal/ vom Ende der Welt/ vom Juengsten Gericht/ vom ewigen Leben der Gleubigen/ von ewiger	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	von
597	 Besihe/ Bild/ Sinnbild/  Rähtsel.  Belangend die 	Rechtschreibung	 darvon  es viel streitens unter den Teutschgelehr	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	NA	Rechtschreibung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	NA
1111	allen Dingen/  in letztermeldtemSpráchstükke/ der 	Rechtschreibung	/ viel gelégen%----------------------------------	OMD-1650-ST-101.txt	OMD	1650	ST	101.txt	NA	Rechtschreibung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	NA
1112	 gemeldet werden.  Es bestehet aber der Grund der 	Rechtschreibung	/ entweder auf richtigen  Ursachen oder auf der G	OMD-1650-ST-101.txt	OMD	1650	ST	101.txt	NA	Rechtschreibung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	NA
2401	*Bue-dam,*   den er an seiner statt in Hungern zu 	Regierung	 gelassen/ selbst/ wie die Historien   sagen/ erst	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	KEIN	zu
1878	.  Verwirrungen deß Fränckischen Reichs unter der 	Regierung	 Käysers *Ludovici P.* und Veranlassung zu desselb	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Regierung	JA	NA	SG	NA	NEIN	JA	NA	postnom	b	unter
2303	soll man nicht meynen/ daß solches gar ohn Gottes 	Regierung	 sey zugangen. Dann wie das vermögen/ zu sehen/ zu	WMD-1590-KT-neu.txt	WMD	1590	KT	neu.txt	NA	Regierung	JA	NA	SG	NA	JA	NA	NA	prenom	s	ohne
805	usstehen Unter des Bischoffs *Caroli Ferdinandi* 	Regierung	 Anno 1626. kam der Päbstliche *Nuntius*%---------	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Regierung	JA	NA	SG	NA	JA	NA	NA	prenom	s	unter
950	m halten/  das sie mit Gottes hülff vnter vnserer 	Regierung	 sollen  zunemen/ auch geschützt vnd gehandhabt we	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Regierung	JA	NA	SG	NA	JA	NA	NA	prenom	s	unter
2372	ehabt.  8. Dann erstlich ist Johannes Huniad/ bey 	Regierung	 Herrn *Ladislai* Königs  zu Polen/ (welcher *Casi	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Regierung	JA	NA	SG	NA	JA	NA	NA	postnom	KEIN	bei
2399	ert/ vnd Andrea dem Dritten/ vnd nicht allein bey 	Regierung	 der Christlichen König/ nach Zeiten König Stephan	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Regierung	JA	NA	SG	NA	JA	NA	NA	postnom	KEIN	bei
1237	es Gelächter erjagen.  Sie haben sonderlich unter 	Regierung	 des ietzigen Königes Ludwigs des *XIV.* eine Prob	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	NA	Regierung	JA	NA	SG	NA	JA	NA	NA	postnom	KEIN	unter
1177	  schon längst vorhero um das Jahr 965. unter der 	Regierung	 Pabst *Leonis VIII.* zu Maintz/ den Meisterfänger	OMD-1680-ST-121.txt	OMD	1680	ST	121.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
1209	 Hiskiä/ dennoch vermuthlich  bald im Anfange der 	Regierung	 Manaßis/ vollendet hat.   Und ich meine/ auch wir	OMD-1710-KT-137.txt	OMD	1710	KT	137.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
1426	ht  gewest/ schickhen/ damit sy das Regiment oder 	Regierung	 annämben/ des Rat  man geuolgt/ vnd die drey gebr	OOBD-1560-ST-039.txt	OOBD	1560	ST	039.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
1732	t in *Originali,* sondern nun in abschrifften der 	Regierung	 beyschliessen vnd einschicken.  Wann aber Sechste	OOBD-1650-ST-094.txt	OOBD	1650	ST	094.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
1891	ne Geheimeste sich besorgten/  er möchte sich der 	Regierung	 gäntzlich abthun/  und das Closter=Leben erkiesse	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
2332	n.  Churfürsten/ Fürsten oder andere Stände/  die 	Regierung	 oder Obrigkeit/ od[er] sonst merckliche gewerb/ s	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
2396	n/  durch das/ daß Jh. Mayest. König Matthiæ/ die 	Regierung	 auff dem Vertrag zugelassen/  keinerley weiß verz	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
829	g/ tzu forderst gote tzu lobe vn_ ere/ auch d[er] 	regiru_g	 vn_ gemeiner stad tzu gute nuttze vn_ frome_/ vbe	OMD-1500-ST-neu.txt	OMD	1500	ST	neu.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	NA
278	 mein scheflein.</z> Mit welchen worte_ Petro die 	Regierung	 vn_ ordnung der heilige_/ Christenlichen kirchen 	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	postnom	b	NA
1242	 LXI.*</l> wie sie denn/ als er selbiges Jahr die 	Regierung	 der Lande völlig über sich genommen/ die Sonne od	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	postnom	b	NA
799	I.</kursiv>* konte hierauf bey dem Antritt seiner 	Regierung	 die Schlesier so wenig als die Böhmen beruhigen/ 	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	prenom	s	NA
951	alten/ das niemand vrsach sol haben/ sich vnserer 	Regierung	 halben mit grund zubeklagen.  Was nu E. L. vn_ jr	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	prenom	s	NA
1246	l> das heisset: Wegen derer von dem Anfang seiner 	Regierung	 an 1643. (an welchem sein Herr Vater mit Tod abga	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	prenom	s	NA
1919	u nehmen/ daß *Ludovicus P.* bald Anfangs  seiner 	Regierung	/ und nicht wenig Zeit hernach/  solange er nehmli	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	prenom	s	NA
2398	/ vnd daß Jh. Keys.  Mayest. vnd deren Leibserben 	Regierung	/ solche Zeit auffgeschoben werden solte/ rc.  Vnd	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	prenom	s	NA
988	e elend leben hat viel mangel/ wie alle so in der 	Regierung	 sein/ selbst mit grosser mühe vnd mit grossem vnl	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	in
969	wissen/ das dieses werck das höchste ist in aller 	Regierung	/ das man rechte Gottes erkentnis  vnd anrüffung p	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	s	in
2454	genwart  Christi/ von seinen Sacramenten/ von der 	Regierung	 seines Volcks/ von seinen  Heyligen rc. solche Le	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Regierung	JA	NA	SG	NA	NEIN	NA	NA	NA	b	von
5124	bleiben. Der ewige Son Gottes wolle E. F. G. sampt den geliebten Herrn vnd Gemahl/ auch jungen Herrschafft vnd Frewlein bey guter Gesundheit/ Fried jrer	Regierung	vnd seligen Zustande/ zu seinen Goettlichen Ehren/ vnd der armen Christenheit zu trost/ lang fristen vnd erhalten/ demselben trewen Emanuel hiemit E. F. G. semptlich	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Regierung	JA	NA	SG	NEIN	NEIN	NA	NA	prenom	s	NA
960	n fast allenthalben vblich/  vnd in Predigten vnd 	reichung	 der Sacrament/ auch bey den Krancken des Chorrock	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Reichung	NEIN	NA	SG	JA	JA	NA	NA	postnom	KEIN	in
2257	/ Leistete auch vns dieselbig noch nit/ durch die 	Reichung	   der Symbolen oder zeichen (wie die Widersacher/	WMD-1560-KT-neu2.txt	WMD	1560	KT	neu2.txt	NA	Reichung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	durch
915	harffe speise wie oben ertzelt.  Zum andern durch 	reinigung	 der materien daruon sich der schmertz erhebth/ we	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Reinigung	NEIN	NA	SG	NEIN	JA	NA	NA	postnom	KEIN	durch
1385	 fliessen/ Nasen schweyssen/ vndewen od[er] ander 	Rainigung	  söle_ sie solches zu diser zeit nit vstopffe_ la	OOBD-1530-ST-021.txt	OOBD	1530	ST	021.txt	NA	Reinigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	s	NA
1563	ring/ Sondern Menschenblut must es sein/ wann die 	reynigung	 der Sünden solte gemachet werden. Dann der Mensch	OOBD-1620-KT-075.txt	OOBD	1620	KT	075.txt	NA	Reinigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	postnom	b	NA
1564	r solch schlecht Menschenblut/  thut es bey diser 	reynigung	 auch nicht: Dann was ist nutz an meinem Blut/ sag	OOBD-1620-KT-075.txt	OOBD	1620	KT	075.txt	NA	Reinigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	DEM	bei
929	lles epffel vnd wilder galgen so der zan nach der 	reinigung	 darmit wirdt gefüllet.  Nim pilsen samen mit dem 	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Reinigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	nach
1561	so war er reyn/ Aber das halff nur zur leiblichen 	reynigung	/ das waren  nur blosse schatten vnd bilde: Aber z	OOBD-1620-KT-075.txt	OOBD	1620	KT	075.txt	NA	Reinigung	NEIN	NA	SG	NEIN	NEIN	NA	NA	NA	b	zu
2354	 gewesen  der Türcken Anlag halb erkündigung vnnd 	reittung	 aller Kreiß Ein vnnd Außgab zunemmen/  wo es dies	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Reitung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	KEIN	NA
1158	 durch kein hartes und übeles Tractament den Sohn 	Reitzung	  zu einen solchen verzweiffelten Anschlag.  ?) Es	OMD-1680-KT-neu.txt	OMD	1680	KT	neu.txt	NA	Reizung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2607	gienge/ ohnerachtet an dieser Seiten zu	recuperirung	 der damals  verlohrnen Plätze die wenigste *appar	WMD-1710-ST-142.txt	WMD	1710	ST	142.txt	NA	Rekuperierung	JA	NA	SG	NA	JA	NA	NA	postnom	KEIN	zu
795	ftlich und mündlich vortrug/ und um deren 	Remedirung	 unterthänigstes Ansuchen  that.  Alleine er konte	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Remedierung	JA	NA	SG	NA	JA	NA	NA	prenom	s	um
925	ten mit purgirung als oben berürt/ Zum andern mit 	resoluirung	 der materien die sie aus holet vnd wegk frist/ al	OMD-1530-ST-neu.txt	OMD	1530	ST	neu.txt	NA	Resolvierung	JA	NA	SG	NA	JA	NA	NA	postnom	KEIN	mit
2357	 den zehenden Pfennig geben.  Dieweil diese anlag zur	rettung	 deßChristlichen bluts/ vnd schutz deß Vatterlands	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Rettung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	b	zu
2334	ie sich nit zu beklagen/ sollen durch Statthalter 	ringerung	  beschehen/ doch daß die beschwerdten in zweyen M	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Ringerung	NEIN	NA	SG	JA	NEIN	NA	NA	NA	KEIN	NA
2336	altung Regiments  vnd Cammergerichts nit erlegt.  	Ringerung	 der anschläg wirt den Commissarien  vnd Kreyß ver	WMD-1590-ST-070.txt	WMD	1590	ST	070.txt	NA	Ringerung	NEIN	NA	SG	JA	NEIN	NA	NA	postnom	KEIN	NA
