Nr	Text_vorher	UNG.NOM	Text_danach	Dateiname	Textsorte	Periode	Sprachraum	Jahr	Jahrzehnt	Titelstichwort	Erstglied	Lemma	Adj	Det	als_praep_Kompl	Praeposition	Genitiv	Zweitglied	Numerus	Simplexbasis	Fremdwortbasis	Praefix	Basisverb	
989	it vielen Endten und Mißgewaechsen, auch seltsame 	Schliessungen	.     Unter den vier Fuerstl. Wohnzimmern auf eben	HUMA_P2_OOD_1704_WasserKunstRAW.txt	HUMA	P2	OOD	1704	1705	WasserKunstRAW.txt	NA	Schließung	seltsam	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	schliessen	
991	er ein sehr langer Spatziergang/ weite Schauburg/ 	Wohnung	 nach der alten Manier/ gar breite Hoefe/ darinn W	HUMA_P2_OOD_1704_WasserKunstRAW.txt	HUMA	P2	OOD	1704	1705	WasserKunstRAW.txt	NA	Wohnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wohnen	
1005	sten Genehmhaltung, auch beschehener aufrichtigen 	Eroeffnung	 (a) meines Vorhabens an den damahligen Besizer de	HUMA_P2_OOD_1731_AntiquitaetenSchatzRAW.txt	HUMA	P2	OOD	1731	1735	AntiquitaetenSchatzRAW.txt	NA	Eröffnung	aufrichtig	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	er	eroeffnen	
1026	eigen uns die Land-Carten unzehliche Oerter deren 	Benennung	 sich auf ein Au endiget: als Bernau, Buchau, Eber	HUMA_P2_OOD_1731_AntiquitaetenSchatzRAW.txt	HUMA	P2	OOD	1731	1735	AntiquitaetenSchatzRAW.txt	NA	Benennung	NA	KEIN	NEIN	NA	prenom	NA	SG	NEIN	NEIN	be	benennen	
1034	ron Valvasor in seiner historisch-topographischen 	Beschreibung	 des Hertzogthums Crain meldet unter anderen, daß 	HUMA_P2_WMD_1737_CuriositaetenRAW.txt	HUMA	P2	WMD	1737	1735	CuriositaetenRAW.txt	NA	Beschreibung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	beschreiben	
1039	ier ereignet haben dessen die Geschicht-Schreiber 	Erwehnung	 gethan haetten. Zu dem so ist auch wohl zu vermut	HUMA_P2_WMD_1739_StollbergRAW.txt	HUMA	P2	WMD	1739	1735	StollbergRAW.txt	NA	Erwähnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erwaehnen	
1040	ittheilen koennen, weil er dieses Ortes gar nicht 	Erwehnung	 thut. Also haben auch die beyden gelehrten Histor	HUMA_P2_WMD_1739_StollbergRAW.txt	HUMA	P2	WMD	1739	1735	StollbergRAW.txt	NA	Erwähnung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erwaehnen	
1047	 zu vermuthen, daß sie ihren Landes-Herrn wuerden 	Eroefnungen	 davon gethan haben, da denn schon solche Anstalte	HUMA_P2_WMD_1739_StollbergRAW.txt	HUMA	P2	WMD	1739	1735	StollbergRAW.txt	NA	Eröffnung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	er	eroeffnen	
1098	 des Dinges gemaeÃŸ vorstellen, da denn unehrbare 	Handlungen	 und irrige Lehrsaetze sich vor unehrbare und wahn	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Handlung	unehrbar	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
1122	ie Haupsach falsch und unwahr sie geben vielmehr 	Muthmaßung	 zu einer dergleichen wahren Geschichte, die durch	HUMA_P2_WOD_1744_PfaltzRAW.txt	HUMA	P2	WOD	1744	1745	PfaltzRAW.txt	NA	Mutmaßung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	mutmassen	
1135	us dem grauen Alterthum uebrigen Gebeinen curiose 	Anmerckungen	 gemacht, und damit bewaehret werden kan, was von 	HUMA_P2_WOD_1744_PfaltzRAW.txt	HUMA	P2	WOD	1744	1745	PfaltzRAW.txt	NA	Anmerkung	kurios	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	an	anmerken	
1168	lauter Zweydeutigkeit, in unserer Kunst zu denken 	Zerstreuung	, in unserer Schreibart Spitzsinn, und in unsern H	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Zerstreuung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	zer	zerstreuuen	
1171	ird man Sommerquartiere beziehen, um Limonade und 	Erfrischungen	 trinken zu koennen, so wird man den Nachttisch mi	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Erfrischung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	er	erfrischen	
1174	schwer ausdruecken laÃŸen, durch: Ton und Accent: 	Vermehrung	 und Verringerung deÃŸelben und hundert andre zufa	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Vermehrung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ver	vermehren	
1175	ken laÃŸen, durch: Ton und Accent: Vermehrung und 	Verringerung	 deÃŸelben und hundert andre zufaellige Kleinigkei	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Verringerung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ver	verringern	
1176	st des Hauptbegrifs selbst - da wurden also eigne 	Biegungen	, Ableitungen, Veraenderungen, Vor- und Zusaetze u	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Biegung	eigen	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	biegen	
1177	tbegrifs selbst - da wurden also eigne Biegungen, 	Ableitungen	, Veraenderungen, Vor- und Zusaetze und Versetzung	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Ableitung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	ableiten	
1178	st - da wurden also eigne Biegungen, Ableitungen, 	Veraenderungen	, Vor- und Zusaetze und Versetzungen und Wegnahmen	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Veränderung	eigene	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	veraendern	
1179	bleitungen, Veraenderungen, Vor- und Zusaetze und 	Versetzungen	 und Wegnahmen von ganzen und halben Bedeutungen -	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Versetzung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	versetzen	
1184	mkeit, auf den ersten Befehl der Leidenschaft und 	Empfindung	 werden zu koennen - sie muÃŸ sich veraendern in j	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Empfindung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	emp	empfinden	
1194	 haben, daÃŸ alles ein Boehmischer Wald wird? Wer 	Reisebeschreibungen	 von Nord- und Suedamerika, von Africa und Asien g	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	Reise	Beschreibung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	be	beschreiben	
1200	n VerhaeltniÃŸen von Entfernung, Wanderung, neuer 	Beziehung	 und dergl., wie der mueÃŸige kalte Philosoph den 	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Beziehung	neu	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	beziehen	
1207	ueber freuen. Allein, eben weil diese Meinung nur 	Meinung	 und von beiden Theilen, die gleiches Gefuehl des 	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Meinung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	meinen	
1208	, die gleiches Gefuehl des Stammes haben, gleiche 	Meinung	 ist: so ist eben damit die Trompete des Krieges g	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Meinung	gleich	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	meinen	
1209	tymolog.] Das dritte folgte unmittelbar, voellige 	Trennung	 und Absonderung. Wer wollte mit einem solchen Fei	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Trennung	völlig	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	trennen	
1210	 dritte folgte unmittelbar, voellige Trennung und 	Absonderung	. Wer wollte mit einem solchen Feinde, dem veraech	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Absonderung	völlig	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ab	absondern	
1212	der Etymologie sind auch nur Abstraktionen, nicht 	Trennungen	 in der Geschichte. Alle solche nahen Polyglotten 	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Trennung	NA	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	trennen	
1213	ie Ursache ihrer Kriege, ihrer so eifersuechtigen 	Abtrennungen	 in Voelker, die oft kaum nur Familien gleichen, u	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Abtrennung	eifersüchtig	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	abtrennen	
1219	 der spaetere Bericht, heiÃŸen noch die Truemmer: 	Verwirrung	 der Voelker! - wer den Geist der Morgenlaender in	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Verwirrung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	ver	verwirren	
1222	ich gemachten Hauptgedanken nicht verkennen, daÃŸ 	Veruneinigung	 ueber einer groÃŸen gemeinschaftlichen Absicht, u	HUMA_P3_NoD_1772_UrsprungRAW.txt	HUMA	P3	NoD	1772	1775	UrsprungRAW.txt	NA	Veruneinigung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verunreinigen	
1233	ltigen Taeuschungen von Menschen und Schicksalen, 	Erbitterung	, Mismuth und Feindseligkeit noch nicht Wohlwollen	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	NA	Erbitterung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erbittern	
1234	d Feindseligkeit noch nicht Wohlwollen, Liebe und 	Duldung	 aus meiner Seele verdraengt haben so danke ich e	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	NA	Duldung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	dulden	
1236	mit fast garstigen Larven, die dort gefallen, und 	Theilnehmung	 erwecken. Auch liegt nicht der Grund darinn, daß 	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	NA	Teilnehmung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	teilnehmen	
1237	n, noch in der mehr oder mindern Schmeicheley und 	Huldigung	 Es giebt aber eine Art mit Frauenzimmern umzugeh	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	NA	Huldigung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	huldigen	
1238	n duerfen, daß sie Aufsehn erregen, oder groeßere 	Gegenforderungen	 veranlassen, aber auch nicht so heimlich, daß sie	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	Gegen	Forderung	groß	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	fordern	
1243	uf einerley Weise, wenn es Dir darum zu thun ist, 	Zuneigung	 oder Vorzug von einer Einzelnen zu erlangen! Sie 	HUMA_P3_NoD_1788_MenschenRAW.txt	HUMA	P3	NoD	1788	1785	MenschenRAW.txt	NA	Zuneigung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	zu	zuneigen	
1266	ten Milesischen Fabeln fuer die ersten Romane an 	Erzaehlungen	, die im Schooß einer ueppigen, in Traegheit versu	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Erzählung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	er	erzaehlen	
1268	e, und in dem Vorbericht charakterisirte Form und 	Einrichtung	 gegeben und das aelteste der in dieser Gattung a	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Einrichtung	charakterisiert	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ein	einrichten	
1276	 ihn von den angraenzenden und so sehr verwandten 	Gattungen	 desto sicherer zu unterscheiden. - Aber ich bin n	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Gattung	verwandt	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	gatten	
1306	t oeffentliche Thaten und Begebenheiten, das ist, 	Handlungen	 des Buergers (in einem gewissen Sinn dieses Worts	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Handlung	NA	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
1317	tteratur nuezlich! - Hiezu aber, wo sind aeussere 	Anmunterungen	 und Gelegenheiten? Wie weit stehen wir, in Anlaes	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Anmunterung	äußere	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	an	anmuntern	
1319	 nichts minder als vollstaendig erklaeret. Es war 	Feudalverfassung	, die nachher Ritterzeit gebar, und die die Vorred	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	Feudal	Verfassung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verfassen	
1321	 fuer ein ander Ding! und wie sich hiezu Denkart, 	Bildung	, Sitte, Vortrag, Sprache verhielt, welch ein Meer	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Bildung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	bilden	
1325	sen Resultat des Volksglaubens, seiner sinnlichen 	Anschauung	, Kraefte und Triebe, wo man traeumt, weil man nic	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Anschauung	sinnlich	KEIN	NEIN	NA	prenom	NA	SG	NEIN	NEIN	an	anschauen	
1329	inzen, wo schon mildere Maehrchen, fast ovidische 	Verwandlungen	, sanfte Abentheuer und Feinheit der Einkleidung h	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Verwandlung	ovidisch	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	verwandeln	
1335	infoermig, daß man oft Wort fuer Wort uebersezen, 	Wendung	 fuer Wendung, Inversion gegen Inversion uebertrag	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Wendung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wenden	
1336	ß man oft Wort fuer Wort uebersezen, Wendung fuer 	Wendung	, Inversion gegen Inversion uebertragen kann. In a	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Wendung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	wenden	
1341	eben. Was diese Vergleichung nun fuer einen Strom 	Bemerkungen	 ueber die Bildung beyder Sprachen und der Schrift	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Bemerkung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	be	bemerken	
1343	 wenigstens die Stuecke gesammlet, aus denen sich 	Bemerkungen	 oder Nuzbarkeiten der Art ergaeben - aber wo sind	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Bemerkung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	be	bemerken	
1351	 starkes Volk! Es gab ganz Europa Sitten, Geseze, 	Erfindungen	, Regenten, und nimmt von ganz Europa Regentschaft	HUMA_P3_OMD_1777_DichtkunstRAW.txt	HUMA	P3	OMD	1777	1775	DichtkunstRAW.txt	NA	Erfindung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	er	erfinden	
1354	                                      §. 8.       	Beschreibung	 der Gegend um Sondershausen.       Es ist zwar sc	HUMA_P3_OMD_1798_SondershausenRAW.txt	HUMA	P3	OMD	1798	1795	SondershausenRAW.txt	NA	Beschreibung	NA	KEIN	NEIN	NA	postnom	NA	SG	NEIN	NEIN	be	beschreiben	
1358	ieser Weltgegenden, ein Fluß oder Bach hin.       	Anmerkung	. Die 4 schon bekannten Weltgegenden, nennt man in	HUMA_P3_OMD_1798_SondershausenRAW.txt	HUMA	P3	OMD	1798	1795	SondershausenRAW.txt	NA	Anmerkung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anmerken	
1365	 Durchl. Prinz Albrecht errichteten Gebaeude, und 	Anpflanzungen	 sehr vieles bey in welchen eine wasserreiche Que	HUMA_P3_OMD_1798_SondershausenRAW.txt	HUMA	P3	OMD	1798	1795	SondershausenRAW.txt	NA	Anpflanzung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	an	anpflanzen	
1366	ten aber, fuehret nach dem Dorfe Oberspier.       	Anmerkung	. Noch eine andere, welche gegen Westen laeuft, fu	HUMA_P3_OMD_1798_SondershausenRAW.txt	HUMA	P3	OMD	1798	1795	SondershausenRAW.txt	NA	Anmerkung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anmerken	
1370	ch sehr fruchtbar, an mancherley Producten.       	Anmerkung	. Producte nennt man alles was die Erde hervorbrin	HUMA_P3_OMD_1798_SondershausenRAW.txt	HUMA	P3	OMD	1798	1795	SondershausenRAW.txt	NA	Anmerkung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	an	anmerken	
1377	Augen, daß es bey der Gelegenheit, deren ich eben 	Erwaehnung	 gethan habe, auch die iungen Herren bemerketen, u	HUMA_P3_OOD_1774_EmilRAW.txt	HUMA	P3	OOD	1774	1775	EmilRAW.txt	NA	Erwählung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erwaehlen	
1400	 eine Malerey in Ruecksicht auf die Praktik, oder 	Ausfuehrung	 besteht, nenne ich den Stil, welcher eigentlich i	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Ausführung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	aus	ausfuehren	
1416	ichte, liebvolle, und mehr demuethige, als stolze 	Bewegungen	 anbringen muß. In der Ausfuehrung muß er viel Bes	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Bewegung	stolz	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	be	bewegen	
1419	gewaltsamen, oder wohl auch kindischen Gebaerden, 	Stellungen	 und Handlungen wie man dieses manchmal auch in d	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Stellung	kindisch	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	stellen	
1420	er wohl auch kindischen Gebaerden, Stellungen und 	Handlungen	 wie man dieses manchmal auch in den Werken des g	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Handlung	kindisch	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	handeln	
1428	 da hingegen andere Maler meistens theatermaeßige 	Schilderungen	 gaben, indem sie dafuer hielten, solche Personen 	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Schilderung	theatermäßig	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	schildern	
1438	 leicht unterscheiden was jedem Stil, von welcher 	Gattung	 er auch seyn mag, eigenthuemlich angehoere, wenn 	HUMA_P3_OOD_1778_PonsRAW.txt	HUMA	P3	OOD	1778	1775	PonsRAW.txt	NA	Gattung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	gatten	
1448	ckliche Ehe zu haben, darauf geopfert worden sey. 	Abbildungen	 davon gibt Mellen l. c. C. D. Rohde in Cimbrisch 	HUMA_P3_OOD_1792_AlterthuemerRAW.txt	HUMA	P3	OOD	1792	1795	AlterthuemerRAW.txt	NA	Abbildung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	abbilden	
1451	 Opfermessern gibt Masch oder vielmehr Dan. Wogen 	Abbildungen	: ob in solche nicht zuweilen die Einbildungskraft	HUMA_P3_OOD_1792_AlterthuemerRAW.txt	HUMA	P3	OOD	1792	1795	AlterthuemerRAW.txt	NA	Abbildung	NA	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ab	abbilden	
1456	el heilige Namen ausspricht, ists Aberglaube oder 	Laesterung	. Dem schwachen Geschmaeckler wirds ewig schwindle	HUMA_P3_WMD_1772_BaukunstRAW.txt	HUMA	P3	WMD	1772	1775	BaukunstRAW.txt	NA	Lästerung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	laestern	
1462	ind der verworrnen Willkuehrlichkeiten gothischer 	Verzierungen	. Unter die Rubrick Gothisch, gleich dem Artikel e	HUMA_P3_WMD_1772_BaukunstRAW.txt	HUMA	P3	WMD	1772	1775	BaukunstRAW.txt	NA	Verzierung	gotisch	KEIN	NEIN	NA	KEIN	NA	PL	NEIN	NEIN	ver	verzieren	
1479	tion]         Fuer meine Leser fuege ich folgende 	Erklaerung	 der Innschrift hinzu.        [extended Latin pass	HUMA_P3_WMD_1777_HomburgRAW.txt	HUMA	P3	WMD	1777	1775	HomburgRAW.txt	NA	Erklärung	folgend	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	er	erklaeren	
1484	 viel Ueberschriften,         Die von den Roemern 	Meldung	 thun,         Auch werden in versteckten Grueften	HUMA_P3_WMD_1777_HomburgRAW.txt	HUMA	P3	WMD	1777	1775	HomburgRAW.txt	NA	Meldung	NA	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	melden	
1486	r sonst im HauÃŸwesen gebrauchen. Siehe desselben 	Beschreibung	 vom Fuerstenthum Hessen im 2ten Theil, Cap. 2. Se	HUMA_P3_WMD_1777_HomburgRAW.txt	HUMA	P3	WMD	1777	1775	HomburgRAW.txt	NA	Beschreibung	NA	KEIN	NEIN	NA	prenom	NA	SG	NEIN	NEIN	be	beschreiben	
1493	t, und traegt und beseelt diese schoenen Glieder. 	Begeisterung	 thront in diesem Haupte, und die Zukunft enthuell	HUMA_P3_WMD_1789_ItalienRAW.txt	HUMA	P3	WMD	1789	1785	ItalienRAW.txt	NA	Begeisterung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	begeistern	
1501	urch ihre Toene berauscht, so verlangen sie weder 	Empfindung	 noch Verstand ungefaehr wie wir es mit unsern hu	HUMA_P3_WMD_1789_ItalienRAW.txt	HUMA	P3	WMD	1789	1785	ItalienRAW.txt	NA	Empfindung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	emp	empfinden	
1502	enn ein ziemlicher Vorrath von Gemeinplaetzen ihm 	Veranlassung	 giebt, Worte herauszusprudeln.         Dem Dichte	HUMA_P3_WMD_1789_ItalienRAW.txt	HUMA	P3	WMD	1789	1785	ItalienRAW.txt	NA	Veranlassung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	veranlassen	
1510	hen, 10. Schuh breit ist, findet man erstgedachte 	Rundung	 an denen Ecken nicht, sondern es laufen allda die	HUMA_P3_WOD_1768_RoemerRAW.txt	HUMA	P3	WOD	1768	1765	RoemerRAW.txt	NA	Rundung	erstgedacht	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	runden	
1511	ORDONS, in seinem Itinerario Septentrionali, oder 	Reisbeschreibung	 durch die mehresten Gegenden von Schottland und N	HUMA_P3_WOD_1768_RoemerRAW.txt	HUMA	P3	WOD	1768	1765	RoemerRAW.txt	Reise	Beschreibung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	be	beschreiben	
1534	denen er opfern muÃŸ, und sein Lohn ist Ã Spott, 	Verachtung	 und Undank.         Der gutherzige verliebte Thor	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Verachtung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verachten	
1536	ist! Ã Grillen Ã eitle Wuensche Ã Eigensinn Ã 	Verstellung	 Ã Thorheit Ã und Bosheit wohnet darinn.        	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Verstellung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	ver	verstellen	
1537	 sollen.         Die einte affektirt Uebelkeiten, 	Blaehungen	, Migraine, um ihren Liebhaber in der BesorgniÃŸ z	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Blähung	NA	KEIN	NEIN	NA	KEIN	NA	PL	JA	NEIN	NA	blaehen	
1547	aher lehre man ihn Tugend, Guete des Herzens, und 	Hochachtung	 in dem Gegenstand seiner Liebe suchen, und er wir	HUMA_P3_WOD_1784_WeibsRAW.txt	HUMA	P3	WOD	1784	1785	WeibsRAW.txt	NA	Hochachtung	NA	KEIN	NEIN	NA	KEIN	NA	SG	NEIN	NEIN	NA	hochachten	
1558	 Natur ist, eine Art von Liebe und von ruehrender 	Achtung	 widmen. Jeder feinere Mensch, dem es nicht ganz u	HUMA_P3_WOD_1795_DichtungRAW.txt	HUMA	P3	WOD	1795	1795	DichtungRAW.txt	NA	Achtung	rührend	KEIN	NEIN	NA	KEIN	NA	SG	JA	NEIN	NA	achten	
